Parameter,Outcome,mu,mu_star,mu_star_conf,sigma,mu_star_norm,sigma_norm
WACC,BioFuel Imports 2050,3.7939911750000013,5.733567525,4.442504929876335,11.547929254498642,0.10496282444434038,0.3769637851711238
Bunker Emission Reduction,BioFuel Imports 2050,6.7495876500000005,9.198641850000001,5.829367065814211,15.730608123446903,0.16839697542899568,0.5135006848910264
End-of-Life Emission Reduction,BioFuel Imports 2050,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,BioFuel Production 2050,-2.805098775000002,11.463472275000004,6.659724525604923,21.04112205955128,0.1591117430514341,0.24888707081472733
Buildings demand,BioFuel Production 2050,2.578081575,7.513409474999994,5.005059420483594,14.130349599029243,0.10428530284262488,0.1671422898140559
Steel Production,BioFuel Production 2050,-1.7330979749999975,7.4196038249999985,3.5627365145841323,11.492405883212436,0.10298329066677461,0.13593910195432235
Chemical Production,BioFuel Production 2050,12.078625575000004,31.045648725,15.353306264245045,45.72106368440671,0.4309102132667112,0.5408162921511166
Passenger Cars,BioFuel Production 2050,0.18988627499999994,1.8792101250000037,1.2870641931136042,3.5488372796619156,0.026083231273715785,0.04197778582498255
Bunker aviation,BioFuel Production 2050,22.9428054,24.54687779999999,9.047960254625048,21.960997120338725,0.3407079826717293,0.2597679073379383
Bunker navigation,BioFuel Production 2050,24.290799224999997,24.323218575000002,8.668051511415145,24.646198089307322,0.3376036170584508,0.2915300824645301
Agriculture neGHG CH4,BioFuel Production 2050,9.000370424999996,10.75309462499999,5.959113848108841,14.457901343496216,0.14925177886215588,0.17101676922584338
Agriculture neGHG N2O,BioFuel Production 2050,4.000412625,5.131198574999997,3.2828173937003546,7.617042298013189,0.07122047575338897,0.09009896622712767
Wind offshore Costs,BioFuel Production 2050,7.791715199999999,16.762867649999997,10.187992366388661,27.76594590309914,0.23266677201711952,0.32843233952371725
Wind offshore Potential,BioFuel Production 2050,-11.402382825000002,19.395210225,11.604432929381364,32.175938614829576,0.2692033994341166,0.3805963907197727
Solar PV Costs,BioFuel Production 2050,-1.0051438500000007,1.0154809499999995,1.9087640482814452,4.519529904625554,0.014094764667629997,0.053459723119243505
Solar PV Potential,BioFuel Production 2050,-0.9960035249999993,5.775670274999998,4.244654766414866,11.43966560975909,0.08016567255540426,0.13531525821934373
Nuclear Costs,BioFuel Production 2050,-0.6091382250000033,7.611944925,8.171354005694425,20.070760110940306,0.10565296412585143,0.23740904495962675
Nuclear Potential,BioFuel Production 2050,-3.0981105750000024,4.386160274999997,4.333822743592182,10.249274672150367,0.0608794255280045,0.12123459689589766
Hydrogen Import Potential,BioFuel Production 2050,3.350302800000003,3.7793563499999996,4.123905806900827,9.690829281515933,0.05245705332863516,0.11462896830386646
Hydrogen Import Price,BioFuel Production 2050,-0.3103895250000037,6.557658525000003,4.908706046280647,12.880717159855926,0.09101958405084086,0.15236088431197964
Biomass Import Potential,BioFuel Production 2050,55.53061365000001,55.53061365000001,16.926950201654275,38.62978008245851,0.7707588519960247,0.45693631659609457
Biomass Import Price,BioFuel Production 2050,-72.04667647500001,72.04667647500001,35.799949459771796,84.54084011143507,1.0,1.0
Ammonia Import Potential,BioFuel Production 2050,-34.693836225000005,34.693836375000004,16.361221157550126,41.828809773652075,0.4815466593665658,0.49477636747537207
Ammonia Import Price,BioFuel Production 2050,8.797341825000004,8.797341825000004,8.683204187264396,19.9419261340423,0.12210614361999968,0.2358851190472726
CCS potential,BioFuel Production 2050,-51.763259774999995,51.791517524999996,21.349298143419883,43.36039261788152,0.7188606061928686,0.5128928522679367
Flexibility Costs,BioFuel Production 2050,3.2215726499999944,4.42334415,2.7795679631481462,7.182407145960828,0.0613955336515056,0.0849578397434133
LNG Import Price,BioFuel Production 2050,-14.830894575000006,16.550606325000004,15.000355809196389,30.928470018746903,0.22972060801087774,0.36584058045767504
Electricity Trade Price,BioFuel Production 2050,5.205714224999997,7.3131321749999945,4.729585688311915,11.581691819365412,0.1015054757943988,0.1369952298096321
Weather Conditions,BioFuel Production 2050,4.635683024999999,14.534914725000002,6.886797536073245,22.29212006698505,0.20174302877168213,0.2636846290810611
Electricity Trade Ratio,BioFuel Production 2050,12.266916074999994,15.693006674999996,9.719302944612123,25.432707254539423,0.21781721854227964,0.3008333868106353
Electricity Trade Volume,BioFuel Production 2050,3.4876291499999987,5.97423885,3.7927432957476395,10.060653190177515,0.08292178268727002,0.11900346834637975
WACC,BioFuel Production 2050,2.445291675000006,19.16671342499999,10.074285711368947,31.977769027357862,0.2660318888082337,0.37825232142485554
Bunker Emission Reduction,BioFuel Production 2050,56.641210875,56.984447325000005,19.210600242262668,42.33854200515462,0.7909379046065149,0.5008057874673033
End-of-Life Emission Reduction,BioFuel Production 2050,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,Biomass Imports 2050,-30.502975425,30.502975425,26.101840289362165,63.751119733487755,0.09677000238583947,0.20252681817111576
Buildings demand,Biomass Imports 2050,23.699806350000006,23.699806350000006,15.556268334366914,37.93019494767186,0.07518710175249843,0.12049798854477069
Steel Production,Biomass Imports 2050,8.825028074999997,8.825028074999997,9.422812832912825,21.172450131746757,0.02799720276379726,0.06726139048216369
Chemical Production,Biomass Imports 2050,131.29203097500002,131.29203097500002,67.7517021278088,164.1903562332751,0.4165210106119495,0.5216057468687852
Passenger Cars,Biomass Imports 2050,2.441127599999998,2.449576799999997,2.7139811458607226,6.441126050230847,0.007771227215624873,0.020462397677810513
Bunker aviation,Biomass Imports 2050,10.823034600000007,10.823034600000007,17.132561497429503,36.15772378569505,0.03433583345464809,0.11486713929481376
Bunker navigation,Biomass Imports 2050,53.06363114999999,53.841956399999994,29.99466786447049,67.52860066956357,0.1708123937645753,0.21452725358125047
Agriculture neGHG CH4,Biomass Imports 2050,39.952695524999996,39.952695524999996,21.270389026563556,47.43783581245001,0.12674902652631853,0.1507021992426688
Agriculture neGHG N2O,Biomass Imports 2050,14.382006825000014,14.382006825000014,8.343645676537378,19.01161778467343,0.04562659266439122,0.060396781645746585
Wind offshore Costs,Biomass Imports 2050,33.099234975,33.099234975,35.17202454975235,71.744325812288,0.10500657732147162,0.22791991872986683
Wind offshore Potential,Biomass Imports 2050,-45.964811700000006,45.964811700000006,40.934950430500734,96.79552853061506,0.14582232965470326,0.30750346799319545
Solar PV Costs,Biomass Imports 2050,-0.014371799999999268,0.014371799999999268,0.03147901661356382,0.06427264351805964,4.559421174200867e-05,0.00020418361342634358
Solar PV Potential,Biomass Imports 2050,-17.507768699999993,17.507768699999993,14.28593228924888,38.33531501405493,0.05554300179782297,0.12178498833967367
Nuclear Costs,Biomass Imports 2050,12.321123524999994,12.321123524999994,15.23872129198099,34.272953650663105,0.03908848682129744,0.10887953468445188
Nuclear Potential,Biomass Imports 2050,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Import Potential,Biomass Imports 2050,-6.63888915,6.63888915,13.197300521117205,29.690014868971602,0.0210617262720633,0.09432029222393971
Hydrogen Import Price,Biomass Imports 2050,22.673901374999993,22.673901374999993,17.843253005579378,44.6243028249041,0.07193244133018993,0.1417640678628708
Biomass Import Potential,Biomass Imports 2050,305.120835375,305.120835375,77.7387253528866,161.45083072243847,0.9679889766756444,0.5129027250657516
Biomass Import Price,Biomass Imports 2050,-315.21106410000004,315.21106410000004,126.92192666599979,314.7786565215485,1.0,1.0
Ammonia Import Potential,Biomass Imports 2050,-33.32414100000001,33.32414100000001,32.72989244436371,77.04385601171289,0.10572008661925648,0.24475565422091689
Ammonia Import Price,Biomass Imports 2050,30.813542625000004,30.813542625000004,29.4462114401315,67.0793662894719,0.09775526983159599,0.21310010986999658
CCS potential,Biomass Imports 2050,-60.42687450000001,60.42687450000001,47.742946385773344,114.94708425227829,0.19170289809633623,0.36516797397414863
Flexibility Costs,Biomass Imports 2050,9.942634349999995,9.942634349999995,6.957553642003167,17.17802584834756,0.03154278349457212,0.05457176175212381
LNG Import Price,Biomass Imports 2050,-39.18125445,47.19706455000001,37.288947754564624,96.50051982736598,0.14973162406198673,0.30656627388191404
Electricity Trade Price,Biomass Imports 2050,7.306883849999987,12.066515399999995,11.870517353013751,28.63342693614261,0.038280748280371014,0.09096368620590538
Weather Conditions,Biomass Imports 2050,15.181054124999992,31.56822727499999,22.249015853045126,57.81981205077454,0.10014948988270614,0.18368402956448993
Electricity Trade Ratio,Biomass Imports 2050,24.396846375000006,27.047541675000012,24.96746572396082,56.89539655543691,0.0858077166555906,0.1807473136335153
Electricity Trade Volume,Biomass Imports 2050,1.6444725000000031,14.874572699999998,19.00953040750017,43.07976279524305,0.04718924680664468,0.13685731831787643
WACC,Biomass Imports 2050,30.32674155000001,30.32674155000001,31.934407095172606,63.68769197636856,0.09621090438747706,0.20232531862276615
Bunker Emission Reduction,Biomass Imports 2050,123.21861705,123.21861705,71.67744884792762,178.3764349851043,0.3909082868071825,0.5666725849720798
End-of-Life Emission Reduction,Biomass Imports 2050,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,CO2 Storage 2050,-0.1480628999999997,0.15151439999999958,0.20294125300764154,0.5072638965189307,0.0051497257725753465,0.2524493822120524
Buildings demand,CO2 Storage 2050,-3.884999999996808e-05,0.0005171999999998178,0.0007350893089118055,0.0016822736189292635,1.757877910993964e-05,0.0008372149855819223
Steel Production,CO2 Storage 2050,0.02251619999999912,0.02251619999999912,0.03981612974198454,0.09991446709803364,0.0007652886817388763,0.04972430655136072
Chemical Production,CO2 Storage 2050,0.4716221250000009,0.5087192250000003,0.5351276445456898,1.2758500550497687,0.01729053148735081,0.6349506842549499
Passenger Cars,CO2 Storage 2050,0.011942174999999989,0.011942174999999989,0.024645180754727818,0.053399616330987734,0.00040589492733433325,0.026575319563700486
Bunker aviation,CO2 Storage 2050,-0.08915812499999945,0.09202717500000013,0.17530045549443002,0.4055290786554377,0.00312785263232276,0.2018191439961221
Bunker navigation,CO2 Storage 2050,0.33566970000000024,0.3379264500000003,0.5367734909100343,1.2904657459806632,0.011485565390483682,0.6422244566866706
Agriculture neGHG CH4,CO2 Storage 2050,0.060132374999999974,0.06124777499999974,0.08762609097394859,0.19085498822065747,0.0020817113451288825,0.09498256075197622
Agriculture neGHG N2O,CO2 Storage 2050,0.07542104999999957,0.07714065000000012,0.13395967972419026,0.2940756063373531,0.002621884081105269,0.14635223530190455
Wind offshore Costs,CO2 Storage 2050,0.0007052249999993876,0.023855625000000026,0.02801673397993557,0.07293791364695194,0.0008108135390655491,0.036298919293030904
Wind offshore Potential,CO2 Storage 2050,-2.6249999997673966e-06,2.6249999997673966e-06,6.153932955295993e-06,1.1739356880833671e-05,8.921944153039235e-08,5.842310900639206e-06
Solar PV Costs,CO2 Storage 2050,0.0610828500000002,0.0610828500000002,0.10121978313041932,0.2240562920634304,0.002076105815073392,0.11150581166981455
Solar PV Potential,CO2 Storage 2050,-0.00032887500000020606,0.0027879749999999426,0.0033384301186419585,0.008861099166812438,9.475869429437398e-05,0.004409892022146011
Nuclear Costs,CO2 Storage 2050,0.11933872500000006,0.12174367500000009,0.2485102456327097,0.5392815462986134,0.004137867693074316,0.2683835655084209
Nuclear Potential,CO2 Storage 2050,-0.0004194749999998137,0.0004194749999998137,0.000816489232476281,0.0018759492297226149,1.4257266757813715e-05,0.0009336012820044566
Hydrogen Import Potential,CO2 Storage 2050,0.029983274999999487,0.030016874999999922,0.056570313509297185,0.1341683893478504,0.0010202243139904369,0.06677141274134993
Hydrogen Import Price,CO2 Storage 2050,0.17705302499999984,0.17705302499999984,0.2861509520838727,0.6615428757449769,0.006017741719301458,0.3292292067988155
Biomass Import Potential,CO2 Storage 2050,-1.8074999999928564e-05,6.847499999951268e-05,5.348216217535879e-05,0.00015617940720988278,2.3273528606824714e-06,7.77256081793869e-05
Biomass Import Price,CO2 Storage 2050,0.2888201249999992,0.2888201249999992,0.5703706046100822,1.2892012370746004,0.009816522002865294,0.6415951501376971
Ammonia Import Potential,CO2 Storage 2050,-0.0198963749999999,0.0198963749999999,0.029750616822226014,0.08292588761784321,0.0006762451299567803,0.04126962167458204
Ammonia Import Price,CO2 Storage 2050,0.4044057750000003,0.4044057750000003,0.7678240973706897,1.8084700486680325,0.013745088533471499,0.9000190032609726
CCS potential,CO2 Storage 2050,29.4218385,29.4218385,0.762083140725561,2.0093687378994622,1.0,1.0
Flexibility Costs,CO2 Storage 2050,0.043224974999999596,0.06538057499999975,0.11181270905686348,0.2497359231363702,0.0022221784338867794,0.12428576120749103
LNG Import Price,CO2 Storage 2050,0.06672457500000029,0.06776947500000005,0.15036631979809648,0.3008698575064122,0.002303373223940443,0.14973352169345142
Electricity Trade Price,CO2 Storage 2050,-0.04744462499999935,0.051440924999999194,0.08099374382518104,0.1844145844918774,0.0017483926097955841,0.09177737316877899
Weather Conditions,CO2 Storage 2050,0.1941731249999993,0.1941731249999993,0.2195849975923395,0.5051790383958152,0.006599625818760418,0.2514118135051286
Electricity Trade Ratio,CO2 Storage 2050,0.11320807500000019,0.11320807500000019,0.20491897242140583,0.46737321238228213,0.0038477566587145867,0.2325970358585657
Electricity Trade Volume,CO2 Storage 2050,-0.0358856249999997,0.0358856249999997,0.06647793508265386,0.1492353353619774,0.001219693494001053,0.07426976071996812
WACC,CO2 Storage 2050,0.1716115499999999,0.17662005,0.2408964824874654,0.5389644250406932,0.006003025609701447,0.2682257441728249
Bunker Emission Reduction,CO2 Storage 2050,0.025527225000000264,0.025527225000000264,0.04613901846046328,0.11134663507305222,0.0008676284794371454,0.0554137391375218
End-of-Life Emission Reduction,CO2 Storage 2050,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,CO2 Price 2050,-1191.405340275,1195.0750458750001,1774.6734002740152,4580.939864652017,0.26262293803314646,0.3582258362928021
Buildings demand,CO2 Price 2050,119.96873010000002,120.81307485000002,112.38567682781083,308.80354571516204,0.02654919854568203,0.024148190476715552
Steel Production,CO2 Price 2050,47.56319445,49.81807710000001,29.1862868822687,80.58420284831942,0.010947739073226603,0.006301620259213093
Chemical Production,CO2 Price 2050,1006.524018675,1051.511390475,799.8215810830495,1769.889044728115,0.23107420048225813,0.1384039087885647
Passenger Cars,CO2 Price 2050,11.865421874999965,12.86200867499998,13.174342384366906,29.90587129506952,0.002826482335896437,0.0023386152342680846
Bunker aviation,CO2 Price 2050,82.63161787499995,87.17486212499995,79.64036050500968,200.44724913768778,0.019157055025895483,0.01567481468355718
Bunker navigation,CO2 Price 2050,140.78081834999998,167.98413584999997,148.0582770983707,344.23035105880535,0.036915244320565116,0.026918538341208414
Agriculture neGHG CH4,CO2 Price 2050,40.08220357500001,41.889966525,24.539138165752448,58.04009887484238,0.009205502299523657,0.004538689345911491
Agriculture neGHG N2O,CO2 Price 2050,43.555622025000034,43.788025575000034,52.11309334028991,124.76941675345608,0.00962260902934115,0.009756868673426077
Wind offshore Costs,CO2 Price 2050,28.81716899999998,64.48668045,29.394104564092185,95.11762597310442,0.014171228444807697,0.007438122332345794
Wind offshore Potential,CO2 Price 2050,-1979.2004223750002,1980.7031576250004,2942.1380930565338,7929.785027738594,0.43526813184033,0.6201028516229135
Solar PV Costs,CO2 Price 2050,3.3610184999999744,4.417504800000003,4.063296137286321,9.568158639024269,0.000970765889017545,0.0007482223586244429
Solar PV Potential,CO2 Price 2050,-114.311797275,127.91194672500005,223.76221986005808,456.23563825983774,0.0281092065091722,0.03567726228482718
Nuclear Costs,CO2 Price 2050,28.230629924999967,34.31977822499998,26.273832633508576,69.84917375247433,0.0075419205021524955,0.005462149563437261
Nuclear Potential,CO2 Price 2050,-272.746852725,272.83603882499995,391.31382743184406,897.7157958086633,0.05995690594065145,0.07020065777074885
Hydrogen Import Potential,CO2 Price 2050,-1644.9393884250003,1645.1007672749997,3130.0806802766706,7230.572463306281,0.36151804721687214,0.5654249879004594
Hydrogen Import Price,CO2 Price 2050,59.15738445000005,61.82111700000004,45.51982951446204,120.28716791388607,0.013585459285649821,0.009406360396420049
Biomass Import Potential,CO2 Price 2050,-4550.535664650001,4550.535664650001,5357.996796617041,12787.854477664492,1.0,1.0
Biomass Import Price,CO2 Price 2050,186.534482325,186.534482325,81.38236748149801,206.43111297247597,0.0409917636233595,0.016142748053086815
Ammonia Import Potential,CO2 Price 2050,-248.91354704999998,287.56163234999997,302.7920307881934,760.0216876823068,0.06319291915100668,0.059433088561476444
Ammonia Import Price,CO2 Price 2050,31.83120389999999,36.9350916,25.805440914005644,66.08610512731879,0.008116646988820121,0.005167880604423989
CCS potential,CO2 Price 2050,-353.11523917500006,353.11523917500006,189.7364420305131,445.06194867590625,0.07759860930617703,0.03480348868946388
Flexibility Costs,CO2 Price 2050,13.394876700000092,37.44974220000004,27.09195411206061,72.54127931151952,0.00822974369609307,0.005672670066602766
LNG Import Price,CO2 Price 2050,-99.8414589750002,99.8414589750002,53.37144804168365,132.8683121601083,0.02194059476351327,0.0103901958215257
Electricity Trade Price,CO2 Price 2050,64.2958515,68.38220114999999,59.601432362895366,135.8137585056456,0.015027286058038073,0.010620527371722949
Weather Conditions,CO2 Price 2050,1526.5531328249997,1548.055690275,2698.8399957446854,6339.712852200211,0.340191969552241,0.4957604782939369
Electricity Trade Ratio,CO2 Price 2050,90.24196694999998,91.20720404999997,74.07637858248695,181.411809898678,0.020043179698277357,0.014186258548338604
Electricity Trade Volume,CO2 Price 2050,-1246.7111673000002,1411.0304004,2368.242260584611,5831.957307793935,0.3100800662571068,0.4560544005235704
WACC,CO2 Price 2050,177.91308314999998,177.91308314999998,47.8466548844176,119.25219081914952,0.03909717366508849,0.009325426014773444
Bunker Emission Reduction,CO2 Price 2050,666.3706871250001,666.3706871250001,388.2195465689577,950.983911520245,0.14643785616308386,0.07436618184709964
End-of-Life Emission Reduction,CO2 Price 2050,0.0,0.0,0.0,0.0,0.0,0.0
CO2 Cap,DR Flexibility Capacity 2050,0.0195358499999994,3.277032300000003,1.4840590894276477,4.811895513482005,0.24991057844178868,0.2980383577303214
Buildings demand,DR Flexibility Capacity 2050,12.844576874999998,12.978408675,2.16239600998942,5.4628389684297805,0.9897496644214265,0.3383563816243084
Steel Production,DR Flexibility Capacity 2050,0.6310356750000021,0.9717138749999993,0.6373552206690535,1.5432365550172233,0.07410411443950722,0.09558472064866295
Chemical Production,DR Flexibility Capacity 2050,5.472836024999998,5.9423298749999995,4.140716204716303,9.493915070281801,0.4531695022820405,0.5880324807656525
Passenger Cars,DR Flexibility Capacity 2050,0.34744732500000025,0.4306805249999989,0.33935462462728777,0.9032711184191966,0.032844235049609635,0.05594665136942707
Bunker aviation,DR Flexibility Capacity 2050,1.1746436250000005,1.2012576749999997,1.4870845334678495,3.4566690696999745,0.0916094114839478,0.21409857505511085
Bunker navigation,DR Flexibility Capacity 2050,5.098206300000006,5.098206300000006,3.5252075469686828,9.034486974049551,0.3887955835676602,0.5595765022614261
Agriculture neGHG CH4,DR Flexibility Capacity 2050,1.4970296250000015,3.168408525000002,1.7293128522491559,5.116768531676934,0.24162679361526107,0.31692153036042525
Agriculture neGHG N2O,DR Flexibility Capacity 2050,0.6750220499999987,1.5193278000000046,1.023149738670242,2.9696686088697923,0.11586583670252229,0.18393482416877732
